dataset,distribution,n,params,ks_statistic,ks_pvalue,aic,bic,log_likelihood,rank_aic,rank_bic
flow_throughput__tcp,lognormal,3032,"{'shape': 2.3392223839319133, 'loc': 0.0, 'scale': 60657.42244432715}",0.10147649810186021,1.2362453309345708e-27,80544.55856805442,80556.59252354794,-40270.27928402721,1,1
flow_throughput__tcp,weibull,3032,"{'shape': 0.31505370036586844, 'loc': 0.0, 'scale': 221885.26534426457}",0.17630677126099203,6.5872719139410995e-83,82332.55346064028,82344.5874161338,-41164.27673032014,2,2
flow_throughput__tcp,pareto,3032,"{'shape': 0.2032331716694462, 'loc': 0.0, 'scale': 442.5443532765224}",0.2912013975613572,3.1585306475969894e-228,82513.20122370712,82525.23517920064,-41254.60061185356,3,3
flow_throughput__tcp,gamma,3032,"{'shape': 0.13391927712289853, 'loc': 0.0, 'scale': 154601737.25325727}",0.35808401816769964,0.0,85775.51573619628,85787.5496916898,-42885.75786809814,4,4
flow_throughput__tcp,exponential,3032,"{'loc': 0.0, 'scale': 20704152.894900504}",0.8426153635797439,0.0,108219.20323744093,108225.2202151877,-54108.601618720466,5,5
