dataset,distribution,n,params,ks_statistic,ks_pvalue,aic,bic,log_likelihood,label,caption,segment,segment_label,group
iat__all,poisson,99999,"{'lambda': 34871.73871879254, 'mean_iat': 2.8676516765167643e-05, 'scale': 2.8676516765167643e-05}",0.5953830964700499,0.0,-1891865.4813982716,-1891855.9684828068,945933.7406991358,Inter-arrival time,"best=poisson (lambda=3.487e+04, mean_iat=2.868e-05, scale=2.868e-05); KS D=0.5954, p=0.00e+00; AIC=-1891865.5, BIC=-1891856.0",packet_role,Control vs data,all
frame_len__all,gamma,100000,"{'shape': 0.7084071609636651, 'loc': 0.0, 'scale': 1010.596489490766}",0.25517300523418396,0.0,1505712.97829041,1505732.00414134,-752854.489145205,Packet size,"best=gamma (shape=0.7084, loc=0, scale=1011); KS D=0.2552, p=0.00e+00; AIC=1505713.0, BIC=1505732.0",packet_role,Control vs data,all
iat__control,poisson,42612,"{'lambda': 32169.031607364483, 'mean_iat': 3.1085797427954565e-05, 'scale': 3.1085797427954565e-05}",0.6134627593408213,0.0,-799293.4011133579,-799284.7412221752,399647.70055667893,Inter-arrival time,"best=poisson (lambda=3.217e+04, mean_iat=3.109e-05, scale=3.109e-05); KS D=0.6135, p=0.00e+00; AIC=-799293.4, BIC=-799284.7",packet_role,Control vs data,control
iat__data,poisson,56018,"{'lambda': 37032.6542889536, 'mean_iat': 2.7003195401478098e-05, 'scale': 2.7003195401478098e-05}",0.5812095932981786,0.0,-1066530.903277708,-1066521.9698493613,533266.451638854,Inter-arrival time,"best=poisson (lambda=3.703e+04, mean_iat=2.7e-05, scale=2.7e-05); KS D=0.5812, p=0.00e+00; AIC=-1066530.9, BIC=-1066522.0",packet_role,Control vs data,data
frame_len__control,lognormal,42612,"{'shape': 0.23001008762551697, 'loc': 0.0, 'scale': 67.41614268147062}",0.32246401868167374,0.0,354552.1106530081,354569.43043537356,-177274.05532650405,Packet size,"best=lognormal (shape=0.23, loc=0, scale=67.42); KS D=0.3225, p=0.00e+00; AIC=354552.1, BIC=354569.4",packet_role,Control vs data,control
frame_len__data,weibull,56019,"{'shape': 2.31145243671619, 'loc': 0.0, 'scale': 1317.1800976621876}",0.3694213920549164,0.0,872688.9476274757,872706.8145198715,-436342.47381373786,Packet size,"best=weibull (shape=2.311, loc=0, scale=1317); KS D=0.3694, p=0.00e+00; AIC=872688.9, BIC=872706.8",packet_role,Control vs data,data
